compound_inchikey,compound_firstblock,drugbank_inchikey,drugbank_id,compound_name,match_type,cpie_targets,n_cpie_targets,drugbank_targets,n_drugbank_targets,mean_ave_pchembl,median_ave_pchembl,n_cpie_associations,atc_codes,drugbank_targets_original,n_drugbank_targets_original
AURFZBICLPNKBZ-SYBPFIFISA-N,AURFZBICLPNKBZ,AURFZBICLPNKBZ-SYBPFIFISA-N,DB11859,Brexanolone,full_inchikey,AKR1B1|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ,18,GABRA1|GABRB2|GABRD|GABRG2|GABRG3,5,7.113486581083964,7.134960673846167,18,N06AX29,GABRA1|GABRB2|GABRD|GABRG2|GABRG3,5
BAWFJGJZGIEFAR-NNYOXOHSSA-N,BAWFJGJZGIEFAR,BAWFJGJZGIEFAR-NNYOXOHSSA-N,DB14128,Nadide,full_inchikey,AASS|ACLY|ACTA1|ACTA2|ACTBL2|ACTC1|ACTG2|ACTL6A|ACTL6B|ACTL7A|ACTL7B|ACTL8|ACTL9|ACTR10|ACTR1A|ACTR1B|ACTR2|ACTR3|ACTR3B|ACTR3C|ACTR8|ACTRT1|ACTRT2|ACTRT3|ADH1A|ADH1B|ADH4|ADH5|ADH7|ADHFE1|AHCY|AHCYL1|AHCYL2|AIFM1|AIFM2|AKR1A1|AKR1B1|AKR1B10|AKR1B15|AKR1C1|AKR1C2|AKR1C3|AKR1C4|AKR1D1|AKR1E2|ALDH16A1|ALDH1A1|ALDH1A2|ALDH1A3|ALDH1B1|ALDH1L1|ALDH1L2|ALDH2|ALDH3A1|ALDH3A2|ALDH3B2|ALDH4A1|ALDH5A1|ALDH7A1|ALDH8A1|ALDH9A1|AOX1|ARF6|ATP7A|ATP7B|BDH2|BLVRA|BTD|C2ORF81|CACNA1H|CACNA1I|CATSPER4|CBR1|CBR3|CBR4|CD38|CRYL1|CRYM|CRYZ|CRYZL1|CS|CTBP1|CTBP2|CYB5R1|CYB5R2|CYB5R3|CYB5R4|DECR1|DECR2|DHDH|DHPS|DHRS1|DHRS12|DHRS13|DHRS2|DHRS4|DHRS4L2|DHRS7B|DHRS7C|DHRSX|DLD|EDC3|EEF2|EFL1|EFTUD2|EHHADH|ETFA|ETFB|G6PD|GAA|GALE|GALM|GANAB|GANC|GAPDH|GAPDHS|GATA1|GATA2|GATA3|GATA4|GATA5|GATA6|GCLM|GFM1|GFM2|GFOD1|GFOD2|GFUS|GLUD1|GLUD2|GMPR|GMPR2|GPD1|GPD1L|GRHPR|GSR|H6PD|HADH|HADHA|HIBADH|HMGCL|HMGCLL1|HMGCR|HPGD|HSD11B1|HSD11B1L|HSD17B1|HSD17B10|HSD17B11|HSD17B13|HSD17B14|HSD17B8|HSD3B1|HSD3B2|HSD3B7|HSDL2|IDH1|IDH2|IDH3A|IDH3B|IDH3G|IFFO2|IMPDH1|IMPDH2|ISYNA1|KCNA1|KCNA10|KCNA2|KCNA3|KCNA4|KCNA5|KCNA6|KCNA7|KCNB1|KCNB2|KCNC1|KCNC2|KCNC3|KCNC4|KCND1|KCND2|KCND3|KCNF1|KCNG1|KCNG2|KCNG3|KCNG4|KCNK1|KCNK10|KCNK16|KCNK17|KCNK18|KCNK2|KCNK4|KCNK5|KCNK6|KCNK7|KCNQ1|KCNQ2|KCNQ3|KCNQ4|KCNQ5|KCNS1|KCNS2|KCNS3|KCNV1|KCNV2|LDHAL6A|LDHAL6B|LDHB|LDHC|LGALS8|MDH1|MDH1B|MDH2|ME1|ME2|MECR|MGAM|MTHFD1|MTHFD1L|MTHFD2|MTHFD2L|MTHFR|NADSYN1|NAXD|NAXE|NIT1|NIT2|NMNAT1|NMNAT3|NNT|NOS1|NOS2|NOS3|NSDHL|OXNAD1|PECR|PHGDH|PNMA8B|POTEE|POTEI|POTEJ|PRODH|PRODH2|PYCR1|QDPR|RALA|RDH10|RDH11|RDH12|RDH13|RDH14|RTN4IP1|SCN1A|SCN2A|SCN4A|SDR16C5|SDR42E1|SIRT1|SIRT2|SIRT3|SIRT4|SIRT5|SIRT6|SIRT7|SORD|TGDS|TMCO3|TP53I3|TRPS1|TXNRD1|TXNRD2|TXNRD3|UEVLD|UGDH|UPB1|UROC1|UXS1|VAT1|VAT1L|VNN1|VNN2|XDH|YJEFN3|ZGLP1,286,ALDH2|BLVRA|GAA|GANAB|GANC|GSR|HMGCR|HSD17B1|IMPDH2|MGAM,10,5.814264065359549,5.814264065359549,286,,ALDH2|BLVRA|GAA|GANAB|GANC|GSR|HMGCR|HSD17B1|IMPDH2|MGAM,10
BCGWQEUPMDMJNV-UHFFFAOYSA-N,BCGWQEUPMDMJNV,BCGWQEUPMDMJNV-UHFFFAOYSA-N,DB00458,Imipramine,full_inchikey,ABCB1|ABCC3|ABCC4|ACKR3|ADORA1|ADORA2A|ADORA2B|ADORA3|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|AGTR1|AGTR2|ALB|APLNR|AVPR1A|AVPR1B|AVPR2|BDKRB1|BRS3|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CCKAR|CCKBR|CCR1|CCR3|CCR4|CCR5|CCR9|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CNR1|CNR2|CXCR4|CXCR6|CYP1A2|CYP2B6|CYP2C18|CYP2C19|CYP2D6|CYP2E1|CYP2J2|CYP3A4|CYP3A7|DRD1|DRD2|DRD3|DRD4|DRD5|EDNRA|EDNRB|FFAR4|GALR1|GALR2|GALR3|GHSR|GLI3|GNRHR|GPR119|GPR12|GPR135|GPR139|GPR142|GPR148|GPR150|GPR151|GPR161|GPR173|GPR176|GPR19|GPR22|GPR26|GPR27|GPR3|GPR37|GPR37L1|GPR39|GPR45|GPR52|GPR6|GPR61|GPR62|GPR63|GPR65|GPR78|GPR83|GPR84|GPR85|GPR88|GRPR|HCRTR1|HCRTR2|HRH1|HRH2|HRH3|HRH4|HTR1A|HTR1B|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR4|HTR5A|HTR6|HTR7|JUN|KCND2|KCND3|KCNH1|KCNH2|KISS1R|LPAR1|LPAR2|LPAR3|LSP1|LTB4R|LTB4R2|MC1R|MC2R|MC3R|MC4R|MC5R|MCHR1|MCHR2|MLNR|NMBR|NMUR1|NMUR2|NPBWR2|NPFFR1|NPFFR2|NPR2|NPSR1|NPY1R|NPY2R|NPY4R|NPY5R|NTSR1|NTSR2|OPN1LW|OPN1MW2|OPN1SW|OPN3|OPN4|OPN5|OPRD1|OPRK1|OPRL1|OPRM1|ORM1|ORM2|OXTR|PRLHR|PRNP|PROKR1|PROKR2|PTGDR|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|PTGIR|QRFPR|RGR|RHO|RRH|RXFP3|RXFP4|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SIGMAR1|SLC22A1|SLC22A2|SLC22A3|SLC22A4|SLC47A1|SLC47A2|SLC6A1|SLC6A11|SLC6A12|SLC6A13|SLC6A15|SLC6A16|SLC6A17|SLC6A18|SLC6A19|SLC6A2|SLC6A20|SLC6A3|SLC6A4|SLC6A5|SLC6A7|SLC6A8|SLC6A9|SMPD1|SSTR1|SSTR2|SSTR4|SSTR5|TAAR1|TAAR2|TAAR5|TAAR6|TAAR8|TBXA2R|TMIGD3|TRHR|UTS2R,231,ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCND2|KCND3|KCNH1|KCNH2|ORM2|SLC6A2|SLC6A3|SLC6A4,24,5.732496683631283,5.443697499232712,231,N06AA02,ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCND2|KCND3|KCNH1|KCNH2|ORM2|SLC6A2|SLC6A3|SLC6A4,24
BDAGIHXWWSANSR-UHFFFAOYSA-N,BDAGIHXWWSANSR,BDAGIHXWWSANSR-UHFFFAOYSA-N,DB01942,Formic acid,full_inchikey,ACYP2|ALAD|CA2|CASK|CTBP1|CYTH2|FGF1|GGACT|GPHN|HCAR3|HMOX1|HPGDS|NOS1|NR1H3|PVALB|RNASE1|SLC16A3,17,ACYP2|ALAD|CA2|CASK|CTBP1|CYTH2|FGF1|GGACT|GPHN|HMOX1|HPGDS|NOS1|PVALB|RNASE1,14,,,17,,ACYP2|ALAD|CA2|CASK|CTBP1|CYTH2|FGF1|GGACT|GPHN|HMOX1|HPGDS|NOS1|PVALB|RNASE1,14
BDJRBEYXGGNYIS-UHFFFAOYSA-N,BDJRBEYXGGNYIS,BDJRBEYXGGNYIS-UHFFFAOYSA-N,DB00548,Azelaic acid,full_inchikey,AKR1D1|AZIN1|AZIN2|ESR1|MBNL1|ODC1|SRD5A1|SRD5A2|SRD5A3|TYR,10,AKR1D1|SRD5A1|SRD5A2|SRD5A3|TYR,5,4.537064644224538,4.537064644224538,10,D10AX03,AKR1D1|SRD5A1|SRD5A2|SRD5A3|TYR,5
BHMBVRSPMRCCGG-OUTUXVNYSA-N,BHMBVRSPMRCCGG,BHMBVRSPMRCCGG-OUTUXVNYSA-N,DB02056,Prostaglandin D2,full_inchikey,AKR1C3|PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|SLCO1A2|SLCO1B1|SLCO1B3|SLCO1B3-SLCO1B7|SLCO2A1|SLCO2B1|SLCO3A1|SLCO4A1|SLCO4C1|SLCO5A1|SLCO6A1,19,AKR1C3|PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR,8,7.250569155503558,7.250569155503558,19,,AKR1C3|PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR,8
BHQCQFFYRZLCQQ-OELDTZBJSA-N,BHQCQFFYRZLCQQ,BHQCQFFYRZLCQQ-OELDTZBJSA-N,DB02659,Cholic Acid,full_inchikey,ABCB1|ABCB11|ABCC1|ABCC2|ABCC3|ABCC4|ADH1A|ADH1B|ADH1C|ADH4|ADH5|ADH6|ADH7|AR|CA2|CES1|COA6|COX4I1|COX4I2|COX5A|COX5B|COX6A1|COX6A2|COX6B1|COX6B2|COX6C|COX7A1|COX7B|COX7C|COX8A|CRABP1|CRABP2|ESR1|ESR2|ESRRA|ESRRB|ESRRG|FABP1|FABP12|FABP2|FABP3|FABP4|FABP5|FABP6|FABP7|FABP9|FECH|GPBAR1|KMT2A|MT-CO1|MT-CO2|MT-CO3|NR0B1|NR0B2|NR1H2|NR1H3|NR1H4|NR1I2|NR1I3|NR2C1|NR2C2|NR2E1|NR2F1|NR2F2|NR2F6|NR3C1|NR3C2|NR6A1|OC90|PGR|PLA2G10|PLA2G1B|PLA2G2A|PLA2G2C|PLA2G2D|PLA2G2E|PLA2G2F|PLA2G5|PMP2|PPARD|PPARG|PSIP1|RARA|RARB|RARG|RBP2|RBP5|RBP7|RXRA|RXRB|RXRG|SLC10A1|SLC10A2|SLC22A7|SLC22A8|SLCO1A2|SLCO1B1|SLCO1B3|THRA|THRB|VDR,101,ADH1C|CES1|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|ESRRG|FABP6|FECH|GPBAR1|MT-CO1|MT-CO2|MT-CO3|NR1H4|PLA2G1B,21,4.842796301671434,4.7050120368824135,101,A05AA03,ADH1C|CES1|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|ESRRG|FABP6|FECH|GPBAR1|MT-CO1|MT-CO2|MT-CO3|NR1H4|PLA2G1B,21
BNRNXUUZRGQAQC-UHFFFAOYSA-N,BNRNXUUZRGQAQC,BNRNXUUZRGQAQC-UHFFFAOYSA-N,DB00203,Sildenafil,full_inchikey,ABCB1|ABCB11|ABCC10|ABCC2|ABCC3|ABCC4|ABCC5|ADORA1|ADORA2A|ADRA1A|CACNA1C|CD274|CYP2C19|CYP2C9|CYP2D6|CYP2E1|CYP3A4|CYP3A5|CYP3A7|KCND3|KCNE1|KCNH2|ODC1|PDE10A|PDE11A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE9A|SCN5A|SERPING1|SLCO1B1|SLCO1B3|SYK,50,CD274|ODC1|PDE5A|PDE6G|PDE6H|SERPING1,6,5.481325835291568,5.205978887243767,50,G01AE10|G04BE03,CD274|ODC1|PDE5A|PDE6G|PDE6H|SERPING1,6
BOJKULTULYSRAS-OTESTREVSA-N,BOJKULTULYSRAS,BOJKULTULYSRAS-OTESTREVSA-N,DB05767,Andrographolide,full_inchikey,AR|CYP3A7|IDO1|IFNB1|IL1B|IL6|NFKB1|NFKB2|NR1H4|NSD2|SYK|TNF,12,IL1B|IL6|NFKB1|NFKB2|TNF,5,5.289606257388965,5.045549745751831,12,,IL1B|IL6|NFKB1|NFKB2|TNF,5
BOPGDPNILDQYTO-NNYOXOHSSA-N,BOPGDPNILDQYTO,BOPGDPNILDQYTO-NNYOXOHSSA-N,DB00157,NADH,full_inchikey,AASS|ACADS|ACLY|ADH1A|ADH1B|ADH1C|ADH4|ADH5|ADH6|ADH7|AHCY|AHCYL1|AHCYL2|AIFM2|AKR1A1|AKR1B1|AKR1C1|AKR1C2|AKR1C3|AKR1C4|ALDH16A1|ALDH1A1|ALDH1A2|ALDH1A3|ALDH1B1|ALDH1L1|ALDH1L2|ALDH2|ALDH3A1|ALDH3A2|ALDH3B1|ALDH3B2|ALDH4A1|ALDH5A1|ALDH6A1|ALDH7A1|ALDH8A1|ALDH9A1|AMT|AOX1|BDH1|BDH2|BLVRA|BLVRB|BRSK1|BRSK2|C2ORF81|CBR1|CBR3|CBR4|CDO1|COA6|COX4I1|COX4I2|COX5A|COX5B|COX6A1|COX6A2|COX6B2|COX6C|COX7A1|COX7C|CRYL1|CRYM|CS|CTBP1|CTBP2|CYB5R3|CYC1|CYCS|CYP17A1|CYP4A11|DECR1|DECR2|DHCR7|DHDH|DHFR|DHRS1|DHRS12|DHRS13|DHRS2|DHRS4|DHRS4L2|DHRS7B|DHRS7C|DHRSX|DLAT|DLD|EDC3|EHHADH|GALE|GAPDH|GAPDHS|GFOD1|GFOD2|GFUS|GLUD1|GLUD2|GPD1|GRHPR|GSR|H6PD|HADH|HADHA|HIBADH|HMGCR|HMOX1|HMOX2|HPGD|HSD11B1|HSD11B1L|HSD11B2|HSD17B1|HSD17B10|HSD17B11|HSD17B13|HSD17B14|HSD17B2|HSD17B3|HSD17B4|HSD17B7|HSD17B8|HSD3B1|HSD3B2|HSD3B7|HSDL2|IDH3A|IDH3B|IDH3G|IFFO2|IMPDH1|IMPDH2|ISYNA1|LDHA|LDHAL6A|LDHAL6B|LDHB|LDHC|MARK1|MARK2|MARK3|MARK4|MAT2B|MDH1|MDH1B|MDH2|ME1|ME2|ME3|MSMO1|MT-CO1|MT-CO2|MT-CO3|MT-CYB|MT-ND1|MT-ND2|MT-ND3|MT-ND4|MT-ND4L|MT-ND5|MT-ND6|MTHFD1|MTHFD2|MTHFR|NAXD|NAXE|NDUFA1|NDUFA10|NDUFA11|NDUFA12|NDUFA13|NDUFA2|NDUFA3|NDUFA4|NDUFA4L2|NDUFA5|NDUFA6|NDUFA7|NDUFA8|NDUFA9|NDUFAB1|NDUFB1|NDUFB10|NDUFB2|NDUFB3|NDUFB4|NDUFB5|NDUFB6|NDUFB7|NDUFB8|NDUFB9|NDUFC1|NDUFC2|NDUFS1|NDUFS2|NDUFS3|NDUFS4|NDUFS5|NDUFS6|NDUFS7|NDUFS8|NDUFV1|NDUFV2|NDUFV3|NNT|NQO2|NSDHL|OGDH|PDHA1|PDHA2|PDHB|PECR|PHGDH|PMPCA|PMPCB|PPOX|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PYCR1|PYCR2|QDPR|RDH10|RDH11|RDH12|RDH13|RDH14|RDH5|SDR16C5|SDR42E1|SIK1|SIK2|SORD|TYR|UEVLD|UGDH|UQCR10|UQCR11|UQCRB|UQCRC1|UQCRC2|UQCRFS1|UQCRH|UQCRQ|UXS1|XDH|YJEFN3,250,AASS|ACADS|ADH1A|ADH1B|ADH1C|ADH4|ADH5|ADH7|AKR1B1|AKR1C1|AKR1C2|AKR1C3|AKR1C4|ALDH1A1|ALDH1A2|ALDH1A3|ALDH1B1|ALDH2|ALDH3A1|ALDH3A2|ALDH3B1|ALDH3B2|ALDH4A1|ALDH5A1|ALDH6A1|ALDH7A1|ALDH9A1|AMT|BDH1|BLVRA|BLVRB|CDO1|CYB5R3|CYP17A1|CYP4A11|DHCR7|DHFR|DLAT|DLD|EHHADH|GAPDH|GAPDHS|GFUS|GLUD1|GLUD2|GPD1|GSR|H6PD|HADH|HADHA|HIBADH|HMGCR|HMOX1|HMOX2|HPGD|HSD11B1|HSD11B2|HSD17B1|HSD17B10|HSD17B2|HSD17B3|HSD17B4|HSD17B7|HSD17B8|HSD3B1|HSD3B2|IDH3A|IDH3B|IDH3G|IMPDH1|IMPDH2|LDHA|LDHAL6A|LDHAL6B|LDHB|LDHC|MDH1|MDH2|ME1|ME2|ME3|MSMO1|MT-ND1|MT-ND2|MT-ND3|MT-ND4|MT-ND4L|MT-ND5|MT-ND6|MTHFD1|MTHFD2|NDUFA1|NDUFA10|NDUFA11|NDUFA12|NDUFA13|NDUFA2|NDUFA3|NDUFA4|NDUFA4L2|NDUFA5|NDUFA6|NDUFA7|NDUFA8|NDUFA9|NDUFAB1|NDUFB1|NDUFB10|NDUFB2|NDUFB3|NDUFB4|NDUFB5|NDUFB6|NDUFB7|NDUFB8|NDUFB9|NDUFC1|NDUFC2|NDUFS1|NDUFS2|NDUFS3|NDUFS4|NDUFS5|NDUFS6|NDUFS7|NDUFS8|NDUFV1|NDUFV2|NDUFV3|NNT|NQO2|NSDHL|OGDH|PDHA1|PDHA2|PDHB|PHGDH|PYCR1|PYCR2|QDPR|RDH5|SORD|TYR|UGDH,144,,,250,,AASS|ACADS|ADH1A|ADH1B|ADH1C|ADH4|ADH5|ADH7|AKR1B1|AKR1C1|AKR1C2|AKR1C3|AKR1C4|ALDH1A1|ALDH1A2|ALDH1A3|ALDH1B1|ALDH2|ALDH3A1|ALDH3A2|ALDH3B1|ALDH3B2|ALDH4A1|ALDH5A1|ALDH6A1|ALDH7A1|ALDH9A1|AMT|BDH1|BLVRA|BLVRB|CDO1|CYB5R3|CYP17A1|CYP4A11|DHCR7|DHFR|DLAT|DLD|EHHADH|GAPDH|GAPDHS|GFUS|GLUD1|GLUD2|GPD1|GSR|H6PD|HADH|HADHA|HIBADH|HMGCR|HMOX1|HMOX2|HPGD|HSD11B1|HSD11B2|HSD17B1|HSD17B10|HSD17B2|HSD17B3|HSD17B4|HSD17B7|HSD17B8|HSD3B1|HSD3B2|IDH3A|IDH3B|IDH3G|IMPDH1|IMPDH2|LDHA|LDHAL6A|LDHAL6B|LDHB|LDHC|MDH1|MDH2|ME1|ME2|ME3|MSMO1|MT-ND1|MT-ND2|MT-ND3|MT-ND4|MT-ND4L|MT-ND5|MT-ND6|MTHFD1|MTHFD2|NDUFA1|NDUFA10|NDUFA11|NDUFA12|NDUFA13|NDUFA2|NDUFA3|NDUFA4|NDUFA4L2|NDUFA5|NDUFA6|NDUFA7|NDUFA8|NDUFA9|NDUFAB1|NDUFB1|NDUFB10|NDUFB2|NDUFB3|NDUFB4|NDUFB5|NDUFB6|NDUFB7|NDUFB8|NDUFB9|NDUFC1|NDUFC2|NDUFS1|NDUFS2|NDUFS3|NDUFS4|NDUFS5|NDUFS6|NDUFS7|NDUFS8|NDUFV1|NDUFV2|NDUFV3|NNT|NQO2|NSDHL|OGDH|PDHA1|PDHA2|PDHB|PHGDH|PYCR1|PYCR2|QDPR|RDH5|SORD|TYR|UGDH,144
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,BSYNRYMUTXBXSQ,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,DB00945,Acetylsalicylic acid,full_inchikey,ABCB1|ABCC3|ABCC4|AKR1C1|ALB|ASIC3|CA1|CA2|CALM1|CASP1|CASP3|CCND1|CDC42|CEBPB|CYP1A2|CYP2C19|CYP2C9|CYP2D6|CYP3A7|E2F1|EDNRA|EGFR|EPX|FOSL1|GGT1|H4C16|HDAC3|HMGCR|HSPA5|IFNG|IKBKB|IL12A|IL12B|ITGA2B|ITGB2|ITGB3|JUN|LDLR|LPO|LTF|MAPK1|MELTF|MPO|MYC|NAPRT|NAT2|NEU1|NFKB1|NFKBIA|NOS3|PCNA|PRKAA1|PTGES|PTGS1|PTGS2|PXDN|PXDNL|RELA|RPS6KA3|SLC22A6|SLC22A8|TF|TNF|TNFAIP6|TP53|TPO|UGT1A6,67,AKR1C1|CASP1|CASP3|CCND1|EDNRA|HMGCR|HSPA5|IKBKB|MAPK1|MYC|NEU1|NFKBIA|PCNA|PRKAA1|PTGS1|PTGS2|RPS6KA3|TNFAIP6|TP53,19,4.778779465500274,4.610029886099158,67,A01AD05|B01AC06|B01AC56|B01AF51|C07FX02|C07FX03|C07FX04|C10BX01|C10BX02|C10BX04|C10BX05|C10BX06|C10BX08|C10BX12|M01BA03|N02AJ02|N02AJ07|N02AJ18|N02BA01|N02BA51|N02BA71,AKR1C1|CASP1|CASP3|CCND1|EDNRA|HMGCR|HSPA5|IKBKB|MAPK1|MYC|NEU1|NFKBIA|PCNA|PRKAA1|PTGS1|PTGS2|RPS6KA3|TNFAIP6|TP53,19
BTCSSZJGUNDROE-UHFFFAOYSA-N,BTCSSZJGUNDROE,BTCSSZJGUNDROE-UHFFFAOYSA-N,DB02530,gamma-Aminobutyric acid,full_inchikey,ABAT|AGXT2|CARMIL1|CARMIL2|CNR1|ETNPPL|GABBR1|GABBR2|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRR1|GABRR2|GABRR3|GAD1|GAD2|GATM|GP6|HDAC1|HDAC10|HDAC11|HDAC4|HDAC5|HDAC7|HDAC9|ITGA4|LTF|MELTF|PHYKPL|SLC36A1|SLC6A1|SLC6A11|SLC6A12|SLC6A13|SLC6A15|SLC6A17|SLC6A2|SLC6A3|SLC6A4|SLC6A5|SLC6A6|TF,55,GABBR1|GABBR2|GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2|GATM|ITGA4|SLC6A1|SLC6A11,12,5.8712294844907404,6.144472992447843,55,,GABBR1|GABBR2|GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2|GATM|ITGA4|SLC6A1|SLC6A11,12
BYBLEWFAAKGYCD-UHFFFAOYSA-N,BYBLEWFAAKGYCD,BYBLEWFAAKGYCD-UHFFFAOYSA-N,DB01110,Miconazole,full_inchikey,ABCB1|ABCB11|ABCC3|ABCC4|ACHE|ADORA1|ADORA2A|ADORA3|ADRA1D|ADRA2A|ADRA2B|ADRB1|ADRB3|AGTR2|AHR|ALB|ALPL|ATXN2|CACNA1C|CHRM1|CHRM2|CHRM3|CHRM4|CNR1|CYP11A1|CYP11B1|CYP11B2|CYP17A1|CYP19A1|CYP1A1|CYP1A2|CYP20A1|CYP24A1|CYP26A1|CYP26B1|CYP27A1|CYP27B1|CYP27C1|CYP2A13|CYP2A6|CYP2A7|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP2E1|CYP2F1|CYP2J2|CYP2R1|CYP2S1|CYP2U1|CYP2W1|CYP39A1|CYP3A4|CYP3A43|CYP3A5|CYP3A7|CYP46A1|CYP4A11|CYP4A22|CYP4B1|CYP4F11|CYP4F12|CYP4F2|CYP4F22|CYP4F3|CYP4V2|CYP4X1|CYP4Z1|CYP51A1|CYP7A1|CYP7B1|CYP8B1|DRD1|DRD2|DRD3|DRD4|EGFR|ERBB2|FYN|GRM6|HRH2|HSP90AA1|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|IDH1|IDO1|KCNH2|KCNJ12|KCNMA1|MC3R|MC4R|MC5R|MDH1|NOS2|NOS3|NR1I2|NR3C1|OPRD1|OPRK1|OPRM1|ORAI1|PGR|PTGIS|PTGS2|SLC6A2|SLC6A3|SLC6A4|SYK|TACR1|TACR2|TBXAS1|VDR,118,CACNA1C|KCND1|KCNJ12|KCNMA1|NOS2|NOS3|NR1I2,7,5.376569201025448,5.397119319786651,118,A01AB09|A07AC01|D01AC02|D01AC52|G01AF04|G01AF20|J02AB01|S02AA13,CACNA1C|KCND1|KCNJ12|KCNMA1|NOS2|NOS3|NR1I2,7
BZKPWHYZMXOIDC-UHFFFAOYSA-N,BZKPWHYZMXOIDC,BZKPWHYZMXOIDC-UHFFFAOYSA-N,DB00819,Acetazolamide,full_inchikey,ABCC3|ABCC4|AQP1|CA1|CA10|CA11|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA8|CA9|CHIA|CYP3A4|PON1|PTPRG|PTPRZ1|SLC22A6,24,AQP1|CA1|CA12|CA14|CA2|CA3|CA4|CA7,8,6.313287865525779,7.124310357490344,24,G01AE10|S01EC01,AQP1|CA1|CA12|CA14|CA2|CA3|CA4|CA7,8
